Model,date,type,N,license,exclusion
noname0202/Llama-3.2-4x3B-Instruct,2025-01-26,merge,9.949,,license_unverified;
noname0202/gemma-2-2b-it-ties,2025-01-29,merge,2.614,,license_unverified;
noname0202/gemma-2-9b-sft-jp-en-zh-v1,2025-01-05,chat_finetuned,9.242,,license_unverified;
noname0202/gemma-2-9b-sft-jp-en-zh-v2,2025-01-05,chat_finetuned,9.242,,license_unverified;
noname0202/llama-math-1b-r16-0to512tokens-test,2025-01-25,chat_finetuned,1.236,,license_unverified;
noname0202/llama-math-1b-r32-0to512tokens-test,2025-01-24,chat_finetuned,1.236,,license_unverified;
noname0202/llama-math-1b-r32-test,2025-01-24,chat_finetuned,1.236,,license_unverified;
noname0202/llama-math-1b-r8-512tokens-test,2025-01-24,chat_finetuned,1.236,,license_unverified;
notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,2025-02-05,chat_finetuned,14.77,,license_unverified;
nothingiisreal/L3.1-8B-Celeste-V1.5,2024-12-04,chat_finetuned,8.03,llama3.1,
nothingiisreal/MN-12B-Starcannon-v2,2024-09-03,merge,12.248,apache-2.0,
nothingiisreal/MN-12B-Starcannon-v3,2024-09-03,merge,12.248,,license_unverified;
nvidia/AceInstruct-1.5B,2025-01-24,chat_finetuned,1.777,cc-by-nc-4.0,
nvidia/AceInstruct-72B,2025-01-24,chat_finetuned,72.706,cc-by-nc-4.0,
nvidia/AceInstruct-7B,2025-01-24,chat_finetuned,7.616,cc-by-nc-4.0,
nvidia/AceMath-1.5B-Instruct,2025-01-24,chat_finetuned,1.777,cc-by-nc-4.0,
nvidia/AceMath-72B-Instruct,2025-01-24,chat_finetuned,72.706,cc-by-nc-4.0,
nvidia/AceMath-72B-RM,2025-01-24,chat_finetuned,71.461,cc-by-nc-4.0,
nvidia/AceMath-7B-Instruct,2025-01-24,chat_finetuned,7.616,cc-by-nc-4.0,
nvidia/AceMath-7B-RM,2025-01-24,chat_finetuned,7.071,cc-by-nc-4.0,
nvidia/Hymba-1.5B-Base,2024-12-06,pretrained,1.523,other,license_unverified;
nvidia/Hymba-1.5B-Instruct,2024-12-06,chat_finetuned,1.523,other,license_unverified;
nvidia/Llama-3.1-Minitron-4B-Depth-Base,2024-09-25,chat_finetuned,4.02,other,license_unverified;
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,2024-10-16,chat_finetuned,70.554,llama3.1,
nvidia/Minitron-4B-Base,2024-09-25,pretrained,4.0,other,license_unverified;
nvidia/Minitron-8B-Base,2024-09-25,pretrained,7.22,other,license_unverified;
nvidia/Mistral-NeMo-Minitron-8B-Base,2024-08-22,chat_finetuned,7.88,other,license_unverified;
nvidia/Mistral-NeMo-Minitron-8B-Instruct,2024-10-04,chat_finetuned,8.414,other,license_unverified;
nvidia/Nemotron-Mini-4B-Instruct,2024-09-25,chat_finetuned,4.0,other,license_unverified;
nvidia/OpenMath2-Llama3.1-8B,2024-12-07,chat_finetuned,8.03,llama3.1,
nxmwxm/Beast-Soul-new,2024-08-07,merge,7.242,,license_unverified;
occiglot/occiglot-7b-es-en-instruct,2024-09-02,chat_finetuned,7.242,apache-2.0,
odyssey-labs/Astral-1-10B,2025-01-28,chat_finetuned,10.732,,license_unverified;
olabs-ai/reflection_model,2024-09-08,chat_finetuned,9.3,apache-2.0,
ontocord/Llama_3.2_1b-autoredteam_helpfulness-train,2025-01-31,chat_finetuned,1.498,llama3.2,
ontocord/RedPajama-3B-v1-AutoRedteam,2025-01-14,chat_finetuned,2.776,,license_unverified;
ontocord/RedPajama-3B-v1-AutoRedteam-Harmless-only,2025-01-28,chat_finetuned,2.776,apache-2.0,
ontocord/RedPajama3b_v1-autoredteam_helpfulness-train,2025-01-26,chat_finetuned,2.776,apache-2.0,
ontocord/merged_0.2_expert_0.8,2025-03-10,pretrained,3.759,,license_unverified;
ontocord/merged_0.2_expert_0.8-stack_2x,2025-03-10,pretrained,6.512,,license_unverified;
ontocord/merged_0.5_expert_0.5,2025-03-10,pretrained,3.759,,license_unverified;
ontocord/ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful,2025-02-27,pretrained,3.759,,license_unverified;
ontocord/ontocord_wide_7b-stacked-stage1,2025-02-27,pretrained,7.888,,license_unverified;
ontocord/ontocord_wide_7b-stacked-stage1-instruct,2025-02-27,pretrained,7.888,,license_unverified;
ontocord/starcoder2-29b-ls,2025-02-12,chat_finetuned,29.009,,license_unverified;
ontocord/starcoder2_3b-AutoRedteam,2025-01-27,chat_finetuned,3.181,bigscience-openrail-m,
ontocord/wide_3b-merge_test,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b-stage1_shuf_sample1_jsonl-pretrained,2025-02-27,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stag1.2-lyrical_news_software_howto_formattedtext-merge,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,2025-03-02,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,2025-03-02,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,2025-03-05,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,2025-03-06,pretrained,3.759,apache-2.0,
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,2025-03-06,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,2025-03-05,pretrained,3.759,,license_unverified;
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,2025-03-05,pretrained,3.759,,license_unverified;
ontocord/wide_6.6b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge-stacked,2025-03-07,pretrained,7.888,,license_unverified;
oobabooga/CodeBooga-34B-v0.1,2024-07-29,merge,33.744,llama2,
oopere/Llama-FinSent-S,2025-02-08,chat_finetuned,0.914,llama3.2,
oopere/Llama-FinSent-S,2025-02-19,chat_finetuned,0.914,llama3.2,
oopere/pruned10-llama-3.2-3B,2024-12-22,pretrained,3.001,llama3.2,
oopere/pruned20-llama-1b,2024-11-16,merge,1.075,llama3.2,
oopere/pruned20-llama-3.2-3b,2024-12-12,pretrained,2.79,llama3.2,
oopere/pruned40-llama-1b,2024-11-26,pretrained,0.914,llama3.2,
oopere/pruned40-llama-3.2-1B,2025-02-19,pretrained,0.914,llama3.2,
oopere/pruned40-llama-3.2-3b,2024-12-12,pretrained,2.367,llama3.2,
oopere/pruned60-llama-1b,2024-11-25,pretrained,0.753,llama3.2,
oopere/pruned60-llama-3.2-3b,2024-12-13,pretrained,1.944,llama3.2,
open-atlas/Atlas-Flash-1.5B-Preview,2025-02-01,chat_finetuned,1.777,mit,
open-atlas/Atlas-Flash-7B-Preview,2025-02-01,chat_finetuned,7.616,mit,
open-neo/Kyro-n1-3B,2025-03-13,chat_finetuned,3.086,other,license_unverified;
open-neo/Kyro-n1-7B,2025-03-13,chat_finetuned,7.616,mit,
open-thoughts/OpenThinker-7B,2025-02-14,chat_finetuned,7.616,apache-2.0,
openai-community/gpt2,2024-06-12,pretrained,0.137,mit,
openai-community/gpt2,2024-08-12,pretrained,0.137,mit,
openai-community/gpt2-large,2024-06-12,pretrained,0.812,mit,
openai-community/gpt2-medium,2024-06-12,pretrained,0.38,mit,
openai-community/gpt2-xl,2024-06-12,pretrained,1.608,mit,
openbmb/MiniCPM-S-1B-sft-llama-format,2024-11-19,chat_finetuned,1.0,apache-2.0,
openchat/openchat-3.5-0106,2024-06-27,chat_finetuned,7.242,apache-2.0,
openchat/openchat-3.5-1210,2024-06-12,chat_finetuned,7.242,apache-2.0,
openchat/openchat-3.6-8b-20240522,2024-06-26,chat_finetuned,8.03,llama3,
openchat/openchat_3.5,2024-06-12,chat_finetuned,7.0,apache-2.0,
openchat/openchat_v3.2,2024-06-12,chat_finetuned,13.0,llama2,
openchat/openchat_v3.2_super,2024-06-12,chat_finetuned,13.0,llama2,
orai-nlp/Llama-eus-8B,2024-09-30,continued,8.03,,license_unverified;
oxyapi/oxy-1-small,2024-12-02,chat_finetuned,14.77,apache-2.0,
ozone-ai/0x-lite,2025-01-28,chat_finetuned,14.77,apache-2.0,
ozone-research/Chirp-01,2025-02-23,chat_finetuned,3.086,other,license_unverified;
paloalma/ECE-TW3-JRGL-V1,2024-08-04,merge,68.977,apache-2.0,
paloalma/ECE-TW3-JRGL-V2,2024-09-19,merge,72.288,apache-2.0,
paloalma/ECE-TW3-JRGL-V5,2024-08-30,merge,72.289,apache-2.0,
paloalma/Le_Triomphant-ECE-TW3,2024-07-25,merge,72.289,apache-2.0,
paloalma/TW3-JRGL-v2,2024-08-29,merge,72.289,apache-2.0,
pankajmathur/Al_Dente_v1_8b,2024-06-26,chat_finetuned,8.03,llama3,
pankajmathur/model_007_13b_v2,2024-06-26,chat_finetuned,13.0,llama2,
pankajmathur/orca_mini_3b,2024-06-26,chat_finetuned,3.426,cc-by-nc-sa-4.0,
pankajmathur/orca_mini_7b,2024-06-26,chat_finetuned,7.0,cc-by-nc-sa-4.0,
pankajmathur/orca_mini_phi-4,2025-01-22,chat_finetuned,14.66,mit,
pankajmathur/orca_mini_v2_7b,2024-06-26,chat_finetuned,7.0,cc-by-nc-sa-4.0,
pankajmathur/orca_mini_v3_13b,2024-06-26,chat_finetuned,13.0,other,license_unverified;
pankajmathur/orca_mini_v3_70b,2024-06-26,chat_finetuned,70.0,other,license_unverified;
pankajmathur/orca_mini_v3_7b,2024-06-26,chat_finetuned,7.0,other,license_unverified;
pankajmathur/orca_mini_v5_8b,2024-06-26,chat_finetuned,8.03,llama3,
pankajmathur/orca_mini_v5_8b_dpo,2024-06-26,chat_finetuned,8.0,llama3,
pankajmathur/orca_mini_v5_8b_orpo,2024-06-26,chat_finetuned,8.0,llama3,
pankajmathur/orca_mini_v6_8b,2024-06-26,chat_finetuned,8.03,llama3,
pankajmathur/orca_mini_v6_8b_dpo,2024-06-26,chat_finetuned,8.0,llama3,
pankajmathur/orca_mini_v7_72b,2025-01-02,chat_finetuned,72.706,apache-2.0,
pankajmathur/orca_mini_v7_7b,2024-06-26,chat_finetuned,7.616,apache-2.0,
pankajmathur/orca_mini_v8_1_70b,2024-12-21,chat_finetuned,70.554,llama3.3,
pankajmathur/orca_mini_v9_0_3B-Instruct,2024-12-29,chat_finetuned,3.213,llama3.2,
pankajmathur/orca_mini_v9_1_1B-Instruct,2024-12-29,chat_finetuned,1.236,llama3.2,
pankajmathur/orca_mini_v9_2_14B,2025-01-21,chat_finetuned,14.66,mit,
pankajmathur/orca_mini_v9_2_70b,2025-01-02,chat_finetuned,70.554,llama3.3,
pankajmathur/orca_mini_v9_4_70B,2025-01-17,chat_finetuned,70.554,llama3.3,
pankajmathur/orca_mini_v9_5_1B-Instruct,2025-01-02,chat_finetuned,1.236,llama3.2,
pankajmathur/orca_mini_v9_5_1B-Instruct_preview,2024-12-30,chat_finetuned,1.236,llama3.2,
pankajmathur/orca_mini_v9_5_3B-Instruct,2025-01-01,chat_finetuned,3.213,llama3.2,
pankajmathur/orca_mini_v9_6_1B-Instruct,2025-01-06,chat_finetuned,1.236,llama3.2,
pankajmathur/orca_mini_v9_6_3B-Instruct,2025-01-03,chat_finetuned,3.213,llama3.2,
pankajmathur/orca_mini_v9_7_1B-Instruct,2025-01-05,chat_finetuned,1.236,llama3.2,
pankajmathur/orca_mini_v9_7_3B-Instruct,2025-01-05,chat_finetuned,3.213,llama3.2,
paulml/ECE-ILAB-Q1,2024-09-16,merge,72.706,other,license_unverified;
pints-ai/1.5-Pints-16K-v0.1,2024-09-09,pretrained,1.566,mit,
pints-ai/1.5-Pints-2K-v0.1,2024-09-09,pretrained,1.566,mit,
piotr25691/thea-3b-25r,2024-10-12,chat_finetuned,3.213,llama3.2,
piotr25691/thea-c-3b-25r,2024-10-17,chat_finetuned,3.213,llama3.2,
piotr25691/thea-rp-3b-25r,2024-10-16,chat_finetuned,3.213,llama3.2,
postbot/gpt2-medium-emailgen,2024-11-17,continued,0.38,apache-2.0,
prince-canuma/Ministral-8B-Instruct-2410-HF,2024-10-17,chat_finetuned,8.02,other,license_unverified;
princeton-nlp/Llama-3-8B-ProLong-512k-Base,2024-10-16,continued,8.03,llama3,
princeton-nlp/Llama-3-8B-ProLong-512k-Instruct,2024-11-16,chat_finetuned,8.03,llama3,
princeton-nlp/Llama-3-8B-ProLong-512k-Instruct,2024-11-16,chat_finetuned,8.03,llama3,
princeton-nlp/Llama-3-8B-ProLong-64k-Base,2024-10-16,continued,8.03,llama3,
princeton-nlp/Llama-3-8B-ProLong-64k-Instruct,2024-10-16,chat_finetuned,8.03,llama3,
princeton-nlp/Llama-3-Base-8B-SFT,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-CPO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-DPO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-IPO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-KTO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-ORPO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-RDPO,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-RRHF,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-SLiC-HF,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Base-8B-SFT-SimPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-CPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-DPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-DPO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-KTO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-KTO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-ORPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-ORPO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-RDPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-RDPO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-RRHF,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-SLiC-HF,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-SLiC-HF-v0.2,2024-10-07,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-SimPO,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Llama-3-Instruct-8B-SimPO-v0.2,2024-09-28,chat_finetuned,8.03,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-CPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-DPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-IPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-KTO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-RDPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-RRHF,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-SLiC-HF,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Base-SFT-SimPO,2024-09-21,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-CPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-DPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-IPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-KTO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-ORPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-RDPO,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-RRHF,2024-10-07,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-SLiC-HF,2024-10-16,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Mistral-7B-Instruct-SimPO,2024-09-21,chat_finetuned,7.242,,license_unverified;
princeton-nlp/Sheared-LLaMA-1.3B,2024-07-29,pretrained,1.3,apache-2.0,
princeton-nlp/Sheared-LLaMA-2.7B,2024-07-29,pretrained,2.7,apache-2.0,
princeton-nlp/gemma-2-9b-it-DPO,2024-09-19,chat_finetuned,9.242,,license_unverified;
princeton-nlp/gemma-2-9b-it-SimPO,2024-08-10,chat_finetuned,9.242,mit,
prithivMLmods/Bellatrix-1.5B-xElite,2025-01-27,chat_finetuned,1.777,apache-2.0,
prithivMLmods/Bellatrix-Tiny-1.5B-R1,2025-02-02,chat_finetuned,1.544,apache-2.0,
prithivMLmods/Bellatrix-Tiny-1B-v2,2025-01-27,chat_finetuned,1.236,llama3.2,
prithivMLmods/Blaze-14B-xElite,2025-01-28,chat_finetuned,14.66,llama3.1,
prithivMLmods/COCO-7B-Instruct-1M,2025-01-27,chat_finetuned,7.616,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite,2025-01-23,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite,2025-01-23,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite-1M,2025-01-27,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite-Stock,2025-01-25,merge,14.766,,license_unverified;
prithivMLmods/Calcium-Opus-14B-Elite2,2025-01-25,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite2-R1,2025-02-02,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite3,2025-01-25,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Elite4,2025-01-25,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Calcium-Opus-14B-Merge,2025-01-24,merge,14.766,,license_unverified;
prithivMLmods/Calcium-Opus-20B-v1,2025-01-23,chat_finetuned,19.173,apache-2.0,
prithivMLmods/Codepy-Deepthink-3B,2025-01-12,chat_finetuned,3.213,creativeml-openrail-m,
prithivMLmods/Coma-II-14B,2025-03-03,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Condor-Opus-14B-Exp,2025-03-03,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Cygnus-II-14B,2025-03-03,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Deepthink-Llama-3-8B-Preview,2025-03-12,chat_finetuned,8.03,llama3,
prithivMLmods/Deepthink-Reasoning-14B,2025-01-22,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Deepthink-Reasoning-7B,2025-01-09,chat_finetuned,7.616,creativeml-openrail-m,
prithivMLmods/Dinobot-Opus-14B-Exp,2025-02-15,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Elita-0.1-Distilled-R1-abliterated,2025-02-09,chat_finetuned,7.616,apache-2.0,
prithivMLmods/Elita-1,2025-02-07,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Epimetheus-14B-Axo,2025-03-04,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Equuleus-Opus-14B-Exp,2025-02-27,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Eridanus-Opus-14B-r999,2025-03-01,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Evac-Opus-14B-Exp,2025-02-16,chat_finetuned,14.77,apache-2.0,
prithivMLmods/FastThink-0.5B-Tiny,2025-01-24,chat_finetuned,0.494,apache-2.0,
prithivMLmods/GWQ-9B-Preview,2025-01-08,chat_finetuned,9.242,gemma,
prithivMLmods/GWQ-9B-Preview2,2025-01-08,chat_finetuned,9.242,creativeml-openrail-m,
prithivMLmods/GWQ2b,2025-01-12,chat_finetuned,2.614,gemma,
prithivMLmods/Gaea-Opus-14B-Exp,2025-03-13,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Galactic-Qwen-14B-Exp1,2025-03-12,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Galactic-Qwen-14B-Exp2,2025-03-13,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Gauss-Opus-14B-R999,2025-03-04,chat_finetuned,14.77,apache-2.0,
prithivMLmods/Jolt-v0.1,2025-02-07,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Lacerta-Opus-14B-Elite8,2025-02-27,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Llama-3.1-5B-Instruct,2025-01-12,chat_finetuned,5.413,llama3.1,
prithivMLmods/Llama-3.1-8B-Open-SFT,2025-01-12,chat_finetuned,8.03,creativeml-openrail-m,
prithivMLmods/Llama-3.2-3B-Math-Oct,2025-01-24,chat_finetuned,3.213,llama3.2,
prithivMLmods/Llama-3.2-6B-AlgoCode,2025-01-12,chat_finetuned,6.339,llama3.2,
prithivMLmods/Llama-8B-Distill-CoT,2025-01-22,chat_finetuned,8.03,llama3.1,
prithivMLmods/Llama-Deepsync-1B,2025-01-12,chat_finetuned,1.236,creativeml-openrail-m,
prithivMLmods/Llama-Deepsync-3B,2025-01-12,chat_finetuned,3.213,creativeml-openrail-m,
prithivMLmods/Llama-Express.1-Math,2025-01-25,chat_finetuned,1.236,llama3.2,
prithivMLmods/LwQ-10B-Instruct,2025-01-19,chat_finetuned,10.732,llama3.1,
prithivMLmods/LwQ-Reasoner-10B,2025-01-19,chat_finetuned,10.306,llama3.1,
prithivMLmods/Magellanic-Opus-14B-Exp,2025-02-14,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Magellanic-Qwen-25B-R999,2025-03-04,chat_finetuned,24.962,,license_unverified;
prithivMLmods/Megatron-Corpus-14B-Exp,2025-02-13,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Megatron-Corpus-14B-Exp.v2,2025-02-07,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Megatron-Opus-14B-2.0,2025-02-09,chat_finetuned,14.66,llama3.1,
prithivMLmods/Megatron-Opus-14B-2.1,2025-02-21,chat_finetuned,14.66,llama3,
prithivMLmods/Megatron-Opus-14B-Exp,2025-02-03,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Megatron-Opus-14B-Stock,2025-02-03,merge,14.766,,license_unverified;
prithivMLmods/Megatron-Opus-7B-Exp,2025-02-03,chat_finetuned,7.456,llama3.1,
prithivMLmods/Messier-Opus-14B-Elite7,2025-02-27,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Omni-Reasoner-Merged,2025-01-17,chat_finetuned,7.616,,license_unverified;
prithivMLmods/Omni-Reasoner3-Merged,2025-01-17,chat_finetuned,3.213,,license_unverified;
prithivMLmods/Pegasus-Opus-14B-Exp,2025-03-01,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Phi-4-Empathetic,2025-01-12,chat_finetuned,14.66,mit,
prithivMLmods/Phi-4-Math-IO,2025-01-12,chat_finetuned,14.66,mit,
prithivMLmods/Phi-4-QwQ,2025-01-12,chat_finetuned,14.66,mit,
prithivMLmods/Phi-4-Super,2025-01-24,merge,14.66,,license_unverified;
prithivMLmods/Phi-4-Super-1,2025-01-24,merge,14.66,,license_unverified;
prithivMLmods/Phi-4-Super-o1,2025-01-24,merge,14.66,,license_unverified;
prithivMLmods/Phi-4-o1,2025-01-09,chat_finetuned,14.66,mit,
prithivMLmods/Phi4-Super,2025-01-23,chat_finetuned,14.66,,license_unverified;
prithivMLmods/Porpoise-Opus-14B-Exp,2025-02-27,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Primal-Opus-14B-Optimus-v1,2025-02-03,chat_finetuned,14.766,apache-2.0,
prithivMLmods/Primal-Opus-14B-Optimus-v2,2025-02-27,chat_finetuned,14.766,apache-2.0,
prithivMLmods/QwQ-LCoT-14B-Conversational,2025-01-19,chat_finetuned,14.77,apache-2.0,
prithivMLmods/QwQ-LCoT-3B-Instruct,2025-01-12,chat_finetuned,3.086,creativeml-openrail-m,
prithivMLmods/QwQ-LCoT-7B-Instruct,2025-01-07,chat_finetuned,7.616,creativeml-openrail-m,
prithivMLmods/QwQ-LCoT1-Merged,2025-01-22,chat_finetuned,7.616,,license_unverified;
prithivMLmods/QwQ-LCoT2-7B-Instruct,2025-01-24,chat_finetuned,7.616,apache-2.0,
prithivMLmods/QwQ-MathOct-7B,2025-01-19,chat_finetuned,7.616,apache-2.0,
